FID,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape__Length
2343,ALVARADO AVENUE,5,0, , , , , ,0,5,L179020 EB,L,179020,EB,0,ALVARADO AVENUE,RIVER STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,21,2,1,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,32,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03131584,165.34762445,50.3980567279,165.347624451522
2344,FOREST HILLS STREET,5,0, , , , , ,0,5,N3085 NB,N,3085,NB,52680,FOREST HILLS STREET,JAMES SHEA CIRCLE,WASHINGTON STREET,1,6,09271,1,5,2,0,  42,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,44,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3966,2016,14,0.01474414,77.84906572,23.7284426869,77.8490657088145
2345,BRINSLEY STREET,5,0, , , , , ,0,5,L179940 NB,L,179940,NB,0,BRINSLEY STREET,COLUMBIA ROAD,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.08460251,446.70122812,136.154806641,446.70122812232
2346,C STREET,5,0, , , , , ,0,5,L120742 NB,L,120742,NB,0,C STREET,WEST BROADWAY,CYPHER STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.23362105,1233.51912546,375.977381394,1233.51912545796
2347,RIVER STREET,4,0, , , , , ,0,4,N1636 NB,N,1636,NB,62141,RIVER STREET,WASHINGTON STREET,TURTLE POND PARKWAY,1,5,09271,1,4,2,0,  55,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,24000,2016,14,0.01717314,90.6741981,27.6375508545,90.6741981014073
2348,CHEROKEE STREET,5,0, , , , , ,0,5,L137796 EB,L,137796,EB,0,CHEROKEE STREET,PONTIAC STREET,HILLSIDE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,36,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.12022846,634.80624954,193.489331839,634.80624954049
2349,FAIRFAX STREET,5,0, , , , , ,0,5,L204421 EB,L,204421,EB,0,FAIRFAX STREET,BEAUMONT STREET,CARRUTH STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,20,0,0,0,0,0,0,0,0,3,5,5,2,0,0, ,1,1,0,0,30,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07713548,407.27532524,124.13776741,407.275325244119
2350,MASSACHUSETTS AVENUE,3,3,2A, , , , ,0,3,SR2A EB,SR,2A,EB,45037,MASSACHUSETTS AVENUE,COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,1,3,09271,1,3,2,14, 125,2,0,4,0,6,42,0,0,0,0,0,0,0,0,3,15,15,2,30,30, ,1,1,0,0,95,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,28381,2016,14,0.06063738,320.16536675,97.586598959,320.165366749723
2351,COLUMBIA ROAD,5,0, , , , , ,0,5,N3141 SB,N,3141,SB,46073,COLUMBIA ROAD,DORCHESTER STREET,WILLIAM J DAY BOULEVARD,1,6,09271,1,5,2,0,  55,3,0,1,0,6,16,0,0,0,0,0,0,0,0,2,0,8,1,0,0, ,1,1,0,0,49,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3720,2016,14,0.01900905,100.36777041,30.592157605,100.367770414964
2352,JOHN ELIOT SQUARE,4,0, , , , , ,0,4,N15941 WB,N,15941,WB,62514,JOHN ELIOT SQUARE,MALCOLM X BOULEVARD,ELMWOOD STREET,1,5,09271,1,4,2,0,  54,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,2,25,0, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.01592631,84.09094071,25.6309699912,84.0906508740884
2353,CREEK SQUARE,5,0, , , , , ,0,5,L184735 NB,L,184735,NB,0,CREEK SQUARE,MARSHALL STREET,BLACKSTONE STREET,1,0,09271,1,7,2,0, ,0,0,1,0,6,10,0,0,0,0,0,0,0,0,3,2,2,2,0,0, ,1,1,0,0,14,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0436622,230.53644005,70.2676474633,230.536440057163
2354,IROQUOIS STREET,5,0, , , , , ,0,5,L171787 EB,L,171787,EB,0,IROQUOIS STREET,SACHEM STREET,CALUMET STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,7,0,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.25353447,1338.66200986,408.024996655,1338.66200986038
2355,LOCHLAND ROAD,5,0, , , , , ,0,5,L186586 NB,L,186586,NB,0,LOCHLAND ROAD,MILTON AVENUE,SUMMIT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,41,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.12509625,660.50819462,201.323300368,660.507995212114
2356,WALTHAM STREET,4,0, , , , , ,0,4,N1542 EB,N,1542,EB,45467,WALTHAM STREET,TREMONT STREET,UNION PARK STREET,1,5,09271,1,4,2,0, 9-1,3,0,2,0,5,27,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,39,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10542,2016,14,0.05329583,281.40198827,85.771497567,281.402000918799
2357,SOUTHAMPTON STREET,4,0, , , , , ,0,4,N123 EB,N,123,EB,55960,SOUTHAMPTON STREET,DORCHESTER AVENUE,MASSACHUSETTS AVENUE,1,3,09271,1,3,2,11,  58,2,0,4,0,6,50,0,0,0,0,0,0,0,0,3,6,6,2,25,25, ,1,1,0,0,80,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22487,2016,14,0.01660343,87.66611792,26.7206861843,87.6661179199003
2358,MILTON AVENUE,5,0, , , , , ,0,5,L167605 NB,L,167605,NB,0,MILTON AVENUE,PROSPECT STREET,BEACON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,31,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,46,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.06282515,331.716807,101.107484987,331.716806997178
2359,CAMBRIDGE STREET,4,0, , , , , ,0,4,N081 EB,N,081,EB,56097,CAMBRIDGE STREET,WASHINGTON STREET,SOLDIERS FIELD FRONTAGE ROAD WB,1,3,09271,1,3,2,9, 104,2,0,3,3,6,30,0,0,0,0,0,0,8,1,3,6,6,2,35,0, ,1,1,0,0,76,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,41024,2016,14,0.31041187,1638.9746893,499.56048442,1638.97468930016
2360,ATLANTIC AVENUE,4,0, , , , , ,0,4,N381 NB,N,381,NB,452317,ATLANTIC AVENUE,KNEELAND STREET,COMMERCIAL STREET,1,3,09271,1,3,2,4,   4,2,0,2,3,6,24,0,0,0,0,0,0,12,1,3,12,12,1,30,30, ,12,1,0,2,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10133,2016,14,0.02479966,130.94219971,39.9112622955,130.942199714425
2361,BEECH STREET,5,0, , , , , ,0,5,N3047 EB,N,3047,EB,49322,BEECH STREET,BELGRADE AVENUE,CUL_DE_SAC,1,6,09271,1,5,2,0,16-2,3,0,2,0,6,21,0,0,0,0,0,0,0,0,3,6,7,1,0,0, ,2,2,0,0,37,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3582,2016,14,0.04560672,240.80349757,73.3970528547,240.803497576266
2362,CHENEY STREET,5,0, , , , , ,0,5,L205529 EB,L,205529,EB,0,CHENEY STREET,ELM HILL AVENUE,BLUE HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0356717,188.3465959,57.4081572468,188.346595896816
2363,KANE STREET,5,0, , , , , ,0,5,L134482 EB,L,134482,EB,0,KANE STREET,STANLEY STREET,BELLEVUE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0511137,269.88035419,82.2596964761,269.880354187519
2364,GASTON STREET,5,0, , , , , ,0,5,L199276 EB,L,199276,EB,0,GASTON STREET,WARREN STREET,BLUE HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.11627457,613.92973032,187.126156053,613.929730316684
2365,BLUE HILL AVENUE,4,0, , , , , ,0,4,N1605 SB,N,1605,SB,62407,BLUE HILL AVENUE, ,DUDLEY STREET,1,5,09271,1,4,2,0,  54,3,0,2,2,6,42,0,0,0,0,0,0,8,1,3,0,14,2,0,0, ,1,1,0,0,118,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.01370966,72.38698483,22.0635971043,72.3869848357541
2366,NORTH HARVARD STREET,4,0, , , , , ,0,4,N1515 NB,N,1515,NB,57532,NORTH HARVARD STREET,RAMP-SOLDIERS FIELD RD WB TO N HARVARD ST,CAMBRIDGE STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,56,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10453,2016,14,0.03537059,186.75669671,56.9235550055,186.756696716653
2367,BOURNESIDE STREET,5,0, , , , , ,0,5,L149960 NB,L,149960,NB,0,BOURNESIDE STREET,MELVILLE AVENUE,PARK STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,28,0,0,0,0,0,0,0,0,3,5,7,1,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.15162408,800.57512247,244.015785362,800.57512248365
2368,WASHINGTON STREET,4,0, , , , , ,0,4,N112 NB,N,112,NB,47419,WASHINGTON STREET,HYDE PARK AVENUE,DEVONSHIRE PLACE,1,3,09271,1,3,2,14,  54,2,0,2,0,6,28,0,0,0,0,0,0,0,0,3,10,10,2,30,30, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23074,2016,14,0.14310004,755.56819631,230.297646829,755.568196305923
2369,RIVER STREET,4,0, , , , , ,0,4,N1636 NB,N,1636,NB,57045,RIVER STREET,WASHINGTON STREET,TURTLE POND PARKWAY,1,5,09271,1,4,2,0,  55,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,24000,2016,14,0.05259871,277.72116446,84.649580226,277.721164458257
2370,FAIRMOUNT AVENUE,4,0, , , , , ,0,4,N1636 NB,N,1636,NB,62141,FAIRMOUNT AVENUE,WASHINGTON STREET,TURTLE POND PARKWAY,1,5,09271,1,4,2,0,  55,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,24000,2016,14,0.0070952,37.46265467,11.4186399797,37.4626546643802
2371,MORTON STREET,4,0, , , , , ,0,4,N1620 EB,N,1620,EB,58578,MORTON STREET,JAMES SHEA CIRCLE,WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,4,0,6,60,0,0,0,0,0,0,0,0,3,10,10,2,35,35, ,1,1,0,0,80,3,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23325,2016,14,0.08769185,463.01295648,141.126631388,463.012956474395
2372,MORELAND STREET,5,0, , , , , ,0,5,L177637 EB,L,177637,EB,0,MORELAND STREET,BLUE HILL AVENUE,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,50,0,0,0,0,0,0,0,0,3,0,8,2,0,0, ,1,1,0,0,66,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.01220982,64.46784784,19.6498393218,64.4678478416534
2373,CHESTNUT HILL AVENUE,4,0, , , , , ,0,4,N1516 NB,N,1516,NB,58460,CHESTNUT HILL AVENUE,BROOKLINE TOWN LINE,WASHINGTON STREET,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,0,6,2,30,30, ,1,1,0,0,55,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23781,2016,14,0.02641862,139.49031045,42.5167316599,139.491775399091
2374,WILLIAMS AVENUE,5,0, , , , , ,0,5,L201839 NB,L,201839,NB,0,WILLIAMS AVENUE,TRUMAN PARKWAY,MILTON TOWN LINE,1,0,09271,1,7,2,0, ,0,0,2,0,6,25,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,39,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0657839,347.33901459,105.869143385,347.339014589153
2375,BROOKWAY TERRACE,5,0, , , , , ,0,5,L189588 NB,L,189588,NB,0,BROOKWAY TERRACE,BROOKWAY ROAD,ARCHDALE ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,18,0,0,0,0,0,0,0,0,1,7,0,2,0,0, ,1,1,0,0,58,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.031547,166.56814016,50.7700706602,166.568140158216
2376,COMMONWEALTH AVENUE,2,3,30, , , , ,0,2,SR30 EB,SR,30,EB,54158,COMMONWEALTH AVENUE,ARLINGTON STREET,NEWTON CITY LINE,1,3,09271,1,3,2,15,77-1,2,0,2,2,6,24,0,0,0,0,0,0,30,2,3,0,0,2,30,0, ,1,1,0,0,100,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,16267,2016,14,0.0562645,297.07656267,90.5491173989,297.076764810704
2377,FULLER STREET,5,0, , , , , ,0,5,N2527 NB,N,2527,NB,44901,FULLER STREET,COMMONWEALTH AVENUE,BROOKLINE TOWN LINE,1,6,09271,1,5,2,0,   4,3,0,2,0,5,30,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,46,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,828,2016,14,0.02551001,134.69283751,41.0544589834,134.692837511111
2378,MENDELSSOHN STREET,5,0, , , , , ,0,5,L198046 NB,L,198046,NB,0,MENDELSSOHN STREET,NIKISCH AVENUE,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.1231286,650.11900059,198.156667694,650.119000595568
2379,TALBOT AVENUE,4,0, , , , , ,0,4,N1643 EB,N,1643,EB,48474,TALBOT AVENUE,DORCHESTER AVENUE,BLUE HILL AVENUE,1,5,09271,1,4,2,0,  55,3,0,2,0,6,41,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,61,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10419,2016,14,0.07215131,380.9589221,116.116511688,380.95892209919
2380,WATER STREET,4,0, , , , , ,0,4,N1553 EB,N,1553,EB,44544,WATER STREET,WASHINGTON STREET,BROAD STREET,1,5,09271,1,4,2,0,  65,3,0,2,0,6,24,0,0,0,0,0,0,0,0,3,10,10,1,0,0, ,1,1,0,0,54,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11042,2016,14,0.03970832,209.65992752,63.9044737184,209.659927523505
2381,BROOKS STREET,5,0, , , , , ,0,5,N2515 NB,N,2515,NB,57510,BROOKS STREET,NORTH BEACON STREET,FANEUIL STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,32,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3937,2016,14,0.01116658,58.95956134,17.9709102386,58.9595613296418
2382,KELTON STREET,5,0, , , , , ,0,5,N2520 EB,N,2520,EB,53063,KELTON STREET,COMMONWEALTH AVENUE,BROOKLINE TOWN LINE,1,6,09271,1,5,2,0,   4,2,0,2,0,5,30,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,46,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3950,2016,14,0.00974806,51.46973275,15.688005917,51.4704634004778
2383,MONKS STREET,5,0, , , , , ,0,5,L177224 NB,L,177224,NB,0,MONKS STREET,EAST SEVENTH STREET,EAST SIXTH STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20,0,0,0,0,0,0,0,0,3,5,5,1,0,0, ,1,1,0,0,30,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.05645991,298.10832678,90.86359973,298.108326780834
2384,GERAGHTY TERRACE,5,0, , , , , ,0,5,L174689 EB,L,174689,EB,0,GERAGHTY TERRACE,WOOD AVENUE,CUL_DE_SAC,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,0,7,7,2,25,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03925125,207.24662242,63.1688968513,207.246622423882
2385,FOSTER STREET,5,0, , , , , ,0,5,N2519 NB,N,2519,NB,56122,FOSTER STREET,COMMONWEALTH AVENUE,SURREY STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3960,2016,14,0.11846693,625.50537954,190.654420993,625.505379538248
2386,TRULL STREET,5,0, , , , , ,0,5,L210549 EB,L,210549,EB,0,TRULL STREET,HANCOCK STREET,BELLEVUE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04158334,219.56002778,66.9220303128,219.560027781994
2387,SCOTIA STREET,5,0, , , , , ,0,5,L149262 EB,L,149262,EB,0,SCOTIA STREET,SAINT CECILIA STREET,DALTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,42,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.0787631,415.86917588,126.757178322,415.869175878303
2388,HUNTINGTON AVENUE,2,3,9, , , , ,0,2,SR9 WB,SR,9,WB,62616,HUNTINGTON AVENUE,LONGWOOD AVENUE,DARTMOUTH STREET,1,3,09271,1,3,2,14,   4,2,0,2,2,6,22,0,0,0,0,0,0,48,2,3,0,12,2,30,0, ,1,1,0,0,99,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.0575246,303.72990828,92.5770611978,303.73006223951
2389,COREY STREET,5,0, , , , , ,0,5,N3036 NB,N,3036,NB,51884,COREY STREET,NEWTON CITY LINE,PARK STREET,1,6,09271,1,5,2,0,  41,3,0,2,0,6,30,0,0,0,0,0,0,0,0,3,0,3,2,0,0, ,1,1,0,0,42,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3838,2016,14,0.15002592,792.13684476,241.443793171,792.136844762903
2390,COLUMBIA ROAD,4,0, , , , , ,0,4,N1610 WB,N,1610,WB,62394,COLUMBIA ROAD,BLUE HILL AVENUE,RAMP-RTS 93 NB/3 NB TO COLUMBIA RD,1,5,09271,1,4,2,0,  54,3,0,2,2,6,40,0,0,0,0,0,0,7,1,3,0,10,2,30,0, ,1,1,0,0,107,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.04497809,237.48431234,72.3853631725,237.484312343556
2391,HARRISON AVENUE,4,0, , , , , ,0,4,N1602 NB,N,1602,NB,58461,HARRISON AVENUE,ESSEX STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,32,0,0,0,0,0,0,0,0,3,10,12,2,0,0, ,1,1,0,0,76,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10461,2016,14,0.04690987,247.68410874,75.4942673323,247.68410874346
2392,WELD STREET,5,0, , , , , ,0,5,N3037 EB,N,3037,EB,48227,WELD STREET,WALTER STREET,COREY STREET,1,6,09271,1,5,2,0,  41,3,0,2,0,6,37,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,51,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3683,2016,14,0.06583679,347.61825546,105.954256172,347.618255459417
2393,HAVRE STREET,5,0, , , , , ,0,5,L197575 EB,L,197575,EB,0,HAVRE STREET,SUMNER STREET,PORTER STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34,0,0,0,0,0,0,0,0,2,8,8,2,0,0, ,1,1,0,0,50,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.00751696,39.68953295,12.097393839,39.6895329518146
2394,FULLER STREET,5,0, , , , , ,0,5,N2527 NB,N,2527,NB,55228,FULLER STREET,COMMONWEALTH AVENUE,BROOKLINE TOWN LINE,1,6,09271,1,5,2,0,   4,3,0,2,0,5,30,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,46,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,828,2016,14,0.00859982,45.40704331,13.8400944817,45.4075052028684
2395,EAST BROADWAY,4,0, , , , , ,0,4,N1610 EB,N,1610,EB,45732,EAST BROADWAY,WILLIAM J DAY BOULEVARD,DORCHESTER STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,50,0,0,0,0,0,0,0,0,3,14,14,2,30,30, ,2,2,0,0,78,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10360,2016,14,0.10539002,556.45931953,169.60913981,556.46063139388
2396,HYDE PARK AVENUE,4,0, , , , , ,0,4,N112 NB,N,112,NB,50845,HYDE PARK AVENUE,DEAD END,WASHINGTON STREET,1,3,09271,1,3,2,15,  54,2,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,50,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,22800,2016,14,0.03351037,176.93476108,53.9298230378,176.934761081181
2397,WINTER STREET,5,0, , , , , ,0,5,L180342 NB,L,180342,NB,0,WINTER STREET,ADAMS STREET,BOWDOIN STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.04859109,256.56096653,78.1999389977,256.560966523357
2398,MENTON STREET,5,0, , , , , ,0,5,L211751 EB,L,211751,EB,0,MENTON STREET,STANDARD STREET,GROVELAND STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,2,1,0,0,0,0,0,0,0,0,0,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07085349,374.10641709,114.027863985,374.10641709033
2399,WILLIAM T MORRISSEY BOULEVARD,4,0, , , , , ,0,4,N1616 SB,N,1616,SB,52386,WILLIAM T MORRISSEY BOULEVARD,WILLIAM T MORRISSEY BOULEVARD,WILLIAM T MORRISSEY BOULEVARD,1,5,09271,1,4,2,0,  54,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,0,0,1,0,0, ,1,1,0,0,50,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,829,2016,14,0.12876076,679.85678966,207.220763931,679.856789667006
2400,HILBURN STREET,5,0, , , , , ,0,5,L117947 NB,L,117947,NB,0,HILBURN STREET,POPLAR STREET,METROPOLITAN AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.11832138,624.73687191,190.420179399,624.736871910098
2401,HUNTINGTON AVENUE,2,3,9, , , , ,0,2,SR9 WB,SR,9,WB,62708,HUNTINGTON AVENUE, ,LONGWOOD AVENUE,1,3,09271,1,3,2,14,   4,2,0,3,3,6,30,0,0,0,0,0,0,8,1,3,0,8,2,30,0, ,1,1,0,0,115,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.03327332,175.68312322,53.548323054,175.683123221741
2402,ADAMS STREET,4,0, , , , , ,0,4,N16171 SB,N,16171,SB,53430,ADAMS STREET,GALLIVAN BOULEVARD,BOWDOIN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,47,0,0,0,0,0,0,0,0,3,0,10,2,30,0, ,1,1,0,0,67,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.03131884,165.36345845,50.4028829424,165.363458462923
