"","start_station","n","start_lat","start_lng"
"771","The Overlook at St. Gabriel's",17027,42.3469809867434,-71.1454840822912
"772","Thetford Ave at Norfolk St",1968,42.2862417052078,-71.0794162663822
"773","Thetford Ave at Norfolk St (former)",27,42.286251,-71.079463
"774","Third at Binney",101991,42.3653498872874,-71.0827781081522
"775","Thorndike Field at Minuteman Bikeway",11755,42.4001575925297,-71.1445055209611
"776","Tremont St / W Newton St",16295,42.341332,-71.076847
"777","Tremont St / West St",23807,42.354979,-71.063348
"778","Tremont St at Court St",14668,42.3590545332514,-71.0599453033352
"779","Tremont St at E Berkeley St",103524,42.3454168408865,-71.0695975453143
"780","Tremont St at Hamilton Pl",87412,42.3567433512939,-71.0616522751072
"781","Tremont St at Hamilton Place",959,42.3566833496993,-71.0616664588451
"782","Tremont St at Northampton St",62213,42.338558238732,-71.0816100408217
"783","Tremont St at Northampton St (former)",306,42.3388497069081,-71.0814061389283
"784","Tremont St at W. Dedham St",54035,42.3425186913193,-71.0742047438306
"785","Tremont St at West St",110848,42.3549831733252,-71.0634942963204
"786","Tremont St. at Berkeley St.",18176,42.345392,-71.069616
"787","Tremont St. at Court St.",116,42.359058001625,-71.0598070113438
"788","Troy Boston",40411,42.3438327038999,-71.0622070650238
"789","Trum Field @ Cedar St (Temp Winter Station)",830,42.3982789276458,-71.1075279015
"790","Truman Parkway at Fairmount Ave",199,42.2522848900625,-71.11839092425
"791","Tufts Sq - Main St at Medford St",5365,42.4016852659853,-71.1060103168117
"792","UMass Boston Integrated Sciences Complex",1681,42.3142053,-71.04089055
"793","Union Square - Brighton Ave at Cambridge St",82185,42.3534264022696,-71.1371376161066
"794","Union Square - Brighton Ave. at Cambridge St.",7694,42.353334,-71.137313
"795","Union Square - Somerville",110473,42.3796059752718,-71.0951587275276
"796","Union Square East",26411,42.3800656173501,-71.0900976453443
"797","Union Square East (Temp Winter Station)",185,42.380078,-71.090098
"798","Union Square Station",15420,42.3773303936167,-71.0944802261257
"799","Union St at Herrick Rd",852,42.3296099537671,-71.193660897863
"800","Union St at Herrick Rd – Newton Centre Green Line",562,42.3295686818562,-71.1936727166176
"801","University Park",157376,42.3627600869229,-71.1000352677849
"802","University of Massachusetts Boston - Campus Center",13331,42.3123006108012,-71.0366599242066
"803","University of Massachusetts Boston - Integrated Sciences Complex",2113,42.314389,-71.0410652
"804","Upham's Corner",2133,42.3173232298508,-71.0651278756199
"805","Upham's Corner - Columbia Rd",478,42.3175685800356,-71.064037085016
"806","Upham's Corner - Ramsey St at Dudley St",990,42.317225,-71.065421
"807","Upham's Corner T Stop",140,42.3188438236011,-71.0697573423386
"808","Upham's Corner T Stop - Magnolia St at Dudley St",1217,42.3186973417224,-71.0697814822197
"809","Upham's Corner TEMPORARY WINTER LOCATION",334,42.3175089194304,-71.064166259066
"810","Uphams Corner",7488,42.317342816763,-71.0653792576855
"811","Uphams Corner T Stop - Magnolia St at Dudley St",5686,42.31874627872,-71.0697900114051
"812","Valenti Way at Haverhill St",69900,42.3646785329416,-71.0592629812657
"813","Vassal Lane at Tobin VLUS",757,42.3842236842742,-71.1403356135806
"814","Vassal Lane at Tobin/VLUS",10040,42.3853139849241,-71.1377525905282
"815","Vassal Lane at Tobin/VLUS (former)",40,42.3839282245646,-71.1396235041775
"816","Verizon Innovation Hub 10 Ware Street",76295,42.3724351087516,-71.1129856439129
"817","Vinnin Square",287,42.4862812016743,-70.901631334027
"818","W Broadway at D St",102533,42.3390608472246,-71.0514426245731
"819","W Broadway at Dorchester St",81260,42.3360241229518,-71.0463080316906
"820","Walbridge St at Commonwealth Ave",3991,42.3477078455866,-71.1357499938252
"821","Walk Hill St at American Legion",116,42.2880256411667,-71.1073313085
"822","Walnut Ave at Crawford St",179,42.316873,-71.091955
"823","Walnut Ave at School St",7224,42.3121659721472,-71.0963436349872
"824","Walnut Ave at Warren St",9443,42.3240497787723,-71.083282013082
"825","Warehouse Pillar Manager",1,42.3864549961011,-71.0754196427297
"826","Warren Ave at Dartmouth St",3812,42.3443020841392,-71.0741566665644
"827","Warren St at Chelsea St",119006,42.3718361534087,-71.0604399581173
"828","Wasgatt Playground",570,42.4093300667225,-71.0638187829318
"829","Wasgott Playground",845,42.4093300667225,-71.0638187829318
"830","Washington Sq",20368,42.3398401396696,-71.1340594973407
"831","Washington Square at Washington St. / Beacon St.",9045,42.3389077202322,-71.1365367281133
"832","Washington Square at Washington St. / Beacon St. TEMPORARY WINTER LOCATION",502,42.3382542707695,-71.1390548201234
"833","Washington St @ New Washington St (Temp Winter Station)",2614,42.3809675728458,-71.0872570996275
"834","Washington St at Bowdoin St",1896,42.2990993955912,-71.0733973738333
"835","Washington St at Bradlee St",653,42.2985088484235,-71.0731355128706
"836","Washington St at Brock St",21954,42.3490245710694,-71.1602430070701
"837","Washington St at Corey Rd",1895,42.3423028422466,-71.1401207805568
"838","Washington St at Crafts St",2016,42.3539537558584,-71.1993487741383
"839","Washington St at Denton Terr",3306,42.2807542104583,-71.1342111736441
"840","Washington St at Egremont Rd",29311,42.3429452541607,-71.1411947673314
"841","Washington St at Egremont Rd (former)",253,42.3429444,-71.1413333
"842","Washington St at Fuller St",1441,42.2820087263607,-71.0714897500019
"843","Washington St at Griggs Rd",8773,42.3389438508246,-71.1319902657051
"844","Washington St at Lenox St",50412,42.3350756253582,-71.079079288368
"845","Washington St at Melnea Cass Blvd",30309,42.3329198701788,-71.0813533407012
"846","Washington St at Mina Way",326,42.3529297830488,-71.1731120080244
"847","Washington St at Myrtle St",27904,42.3817373639898,-71.0837122616432
"848","Washington St at Myrtle St (former)",242,42.3817211578251,-71.0837665015242
"849","Washington St at Northampton St",7884,42.3362278616658,-71.0775834357143
"850","Washington St at Peters Park",37638,42.3429251439293,-71.0669839965011
"851","Washington St at Rutland St",145320,42.3384639527115,-71.0740201093093
"852","Washington St at Talbot Ave",4105,42.2903320289239,-71.0718008321315
"853","Washington St at Talbot Ave (former)",43,42.290333,-71.071806
"854","Washington St at Temple Pl",22695,42.3551018969624,-71.0610756058924
"855","Washington St at W Dedham St",2403,42.3403654995829,-71.0716352481128
"856","Washington St at Walnut St",2687,42.3515067804623,-71.2075668188535
"857","Washington St at Walsh Playground",1311,42.2772502738941,-71.0696112707359
"858","Washington St at Waltham St",86000,42.3415680797296,-71.0688840091968
"859","Washington St. at Lenox St.",5578,42.3348756,-71.0790969
"860","Washington St. at Rutland St.",18201,42.3385578964189,-71.0741006862316
"861","Washington St. at Waltham St.",17077,42.341522,-71.068922
"862","Watermark Seaport",1070,42.3515431047232,-71.0457301139832
"863","Watermark Seaport - Boston Wharf Rd at Seaport Blvd",101478,42.3516113143091,-71.0458401336664
"864","Watertown City Hall",2118,42.3675647038072,-71.1874889207283
"865","Watertown Sq",9496,42.3652348370731,-71.1857682749991
"866","Watertown St at 5th Ave",1110,42.3628827425,-71.1912946689444
"867","Watertown St at Albemarle Rd",1146,42.3541335882581,-71.2138220626411
"868","Watertown Town Hall",1500,42.3676154152646,-71.1878516729439
"869","Wellington MBTA",6084,42.4023883399294,-71.0757407399084
"870","Wentworth Institute of Technology",5276,42.337596,-71.096391
"871","Wentworth Institute of Technology - Huntington Ave at Vancouver St",52535,42.3375516780653,-71.0963659631791
"872","West Broadway at D Street",5571,42.3391085,-71.0514432
"873","West Broadway at Dorchester St",9553,42.335693,-71.045859
"874","West End Park",25162,42.3658851095859,-71.064884201132
"875","West Medford Square (Bower St at Harvard Ave)",3686,42.4206465675534,-71.1334516481602
"876","West Newton",1858,42.3495951694782,-71.2263704640378
"877","West Newton Armory",114,42.3494717809865,-71.2200067891172
"878","Western Ave at Everett St",6583,42.3631665913166,-71.1347536586606
"879","Western Ave at Leo Birmingham Pkwy",5906,42.3615805371457,-71.1450349275098
"880","Western Ave at Richardson St",15347,42.3618318366141,-71.1436800893039
"881","Whittier St Health Center",8381,42.3328231858398,-71.0922100598048
"882","Williams St at Washington St",25293,42.3066054574411,-71.1077128943126
"883","Wilson Square",47816,42.3856111819793,-71.1139627723085
"884","Winthrop Circle",547,42.4213371641667,-71.1175399714444
"885","Wood Island T Stop - Vienna St at Bennington St",1079,42.3801199374186,-71.0243130256744
"886","Yawkey Way at Boylston St.",32759,42.3446909042324,-71.0977180890618
"887",NA,3203984,42.3600947867299,-71.092701421801
